Encounter,Year ,Month,Date,Manta Individual,Ided by,Name,ID Shot?,Sex,Age Class,Pigmentation,Latitude,Longitude,Time Observed,Water Depth (ft),Water Depth (m),Water Temperature (°F),Water Temperature (°C),Dissolved Oxygen (mg/L),Salinity (ppt),Habitat,Disc Width (ft),Disc Width (m),How Disc Width Measured,Encounter Length (minutes),Behavioral Index,Behavior,Feeding,Somersault/Barrel Roll,Travel Direction,Tide,Within 1 km of inlet,Tide Chart Used,Distance to Closest Inlet (km),Which Inlet,Distance to Closest Pier/Jetty,Which Pier,Within 1 km of Pier or Inlet,New Fishing Gear,Fishing Gear Location,Old Fishing Gear Present,2nd Fishing Gear Location,New Injury?,Injury Location,Injury Cause,Recent?,More Injuries?,Associated Species Analysis,Acoustic Tag,Satellite Tag,Genetic Sample,Mucous Sample,Zooplankton Sample,Dorsal Photo,Ventral Photo,Adopted/Named By,Notes,MM Encounter,Verfied,Resting T/F,Feeding T/F
41,2017,Aug,8/14/2017,6,FMP Survey,Stevie Nicks,Yes,Female,Unknown,Normal,26.806580,-80.031033,14:01,10,3.05,85.6,29.78,,,Sand,,0,,56,3,Traveling,N/A,,South,High,No,LWI,3.7,LWI,3.7,LWI,No,Yes,Ventral Pectoral,,N/A,Yes,Pectoral Fin,Unknown,Recent,,Yes,No,No,No,,,Yes,Yes,,"Found Manta 6 at 1401 swimming south. She was swimming very slow and was very relaxed. She swam East into 25-35 ft, mostly swimming on bottom. Occasionally she would swim up and would swim upside underneath us (did this multiple times).  Everyone was able to get in water. We tried multiple times to remove hooks with pliers but were unsuccessful, but overall she was tolerant of our efforts.  She is now missing tail, has new hook in ventral L pec fin and old embedded hook in ventral R pec fin.  Also had abrasions (poss shark bite??) on lateral R dorsal fin.",,,0,0
42,2017,Aug,8/16/2017,9,FMP Survey,Kevin,Yes,Male,Immature,Normal,26.591393,-80.035255,10:46,8,2.44,85.4,29.67,,,Sand,,0,,24,2,Traveling,N/A,,South,Flood,No,LWP,5.2,BBI,2.4,LWP,No,No,N/A,,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,,,Yes,Yes,,Spotted Kevin at 1046 heading south.  Got in to check on him. No fishing line or hooks visible.  Wounds on dorsum appear completely healed. (Pink scarring on CLs??) Left him at 1110.,,,0,0
43,2017,Aug,8/16/2017,25,FMP Survey,,Yes,Female,Unknown,Normal,26.636885,-80.035561,11:31,3,0.91,85.3,29.61,,,Sand,6,1.8,Field Estimation,25,1,Traveling,N/A,,South,Flood,No,LWP,10.1,BBI,2.7,LWP,No,No,N/A,,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,,,No,Yes,,"(2nd manta of day) Found Manta 25 at 1131 very close to shore (~3 ft) traveling South. Swimming very fast and very skittish.  Swam close to shore and then swam East. Bethany, Nico and Jess got in water. No injuires. Left her at 1156 traveling south in 20 ft of water.",,,0,0
44,2017,Aug,8/16/2017,26,FMP Survey,,Yes,Female,Unknown,Normal,26.700803,-80.031747,12:37,3,0.91,85.1,29.5,,,Sand,7,2.1,Field Estimation,8,1,Traveling,N/A,,South,Flood,No,LWI,7.9,LWI,7.9,LWI,No,No,N/A,,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,,,No,Yes,,"(3rd manta of day) Spotted Manta 26 at 1237 very close to shore (3 ft). Originally swimming south next to shore by public beach south of Breakers then swam East and we lost her swimming SE in 25 ft. Found in sand but swam over reef while swimming East. Fairly skittish, swam under boat once.",,,0,0
45,2017,Aug,8/16/2017,27,FMP Survey,Gillie,Yes,Male,Immature,Normal,26.712023,-80.030906,13:10,7,2.13,85.3,29.61,,,Sand,7,2.1,Field Estimation,31,1,Traveling,N/A,,South,Flood,No,LWI,6.6,LWI,6.6,LWI,No,No,N/A,,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,,,No,Yes,,"(4th manta of day). Found Gillie at 1310 traveling south (just S of Breakers) in 7 ft, then swam inshore into 3 ft of water still going south. Continued swimming south next to shore. Left at 1341.",,,0,1
46,2017,Aug,8/18/2017,27,FMP Survey,Gillie,Yes,Male,Immature,Normal,26.548599,-80.037545,10:22,12,3.66,85.3,29.61,,,Sand,,,,6,1,Traveling,N/A,,South,Ebb,Yes,BBI,0.5,BBI,0.5,BBI,Yes,No,N/A,,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,,,Yes,Yes,,Found Gillie at 1022 by BBI traveling south.  Kind of skittish.  Left him at 1028 going South,,,0,1
47,2017,Aug,8/18/2017,10,FMP Survey,Salmon,Yes,Male,Immature,Normal,26.947570,-80.068333,14:01,5,1.52,86.1,30.06,,,Sand,Not recorded,,,Not recorded,Not recorded,Feeding,Bottom,,Not Recorded,Flood,Yes,JI,0.4,JI,0.4,JI,Yes,No,N/A,,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,,,Yes,Yes,,Found 6 mantas just N of Jupiter Inlet in 3-25 ft of water. This manta was seen near the inlet in 5 ft of water. 2/6/22 VF classified bahavior as bottom feeding based on videos of manta with unrolled CFs along the bottom.,,,0,0
48,2017,Aug,8/18/2017,12,FMP Survey,Nico,Yes,Male,Immature,Normal,26.947570,-80.068333,14:01,5,1.52,86.1,30.06,,,Sand,Not recorded,,,Not recorded,Not recorded,Feeding,Sub-Surface,,Not Recorded,Flood,Yes,JI,0.4,JI,0.4,JI,Yes,No,N/A,,N/A,No,N/A,N/A,N/A,,No,No,No,No,,,No,Yes,,"Found 5 mantas just N of Jupiter Inlet in 3-25 ft of water. Have video of Nico and Ginger together. Nico was seen at the waypoint (100) closer to shore. 2/6/22 VF classified bahavior as mid-water as manta swimming with mouth open and CFs unrolled, but close to bottom.",,,0,1
49,2017,Aug,8/18/2017,13,FMP Survey,,Yes,Male,Immature,Normal,26.947570,-80.068333,14:01,5,1.52,86.1,30.06,,,Sand,Not recorded,,,Not recorded,Not recorded,Traveling,N/A,,Not Recorded,Flood,Yes,JI,0.4,JI,0.4,JI,Yes,No,N/A,,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,,,Yes,Yes,,"Found 5 mantas just N of Jupiter Inlet in 3-25 ft of water.  We followed this manta offshore into 20-25 ft of water.  When Jess was in the water, he would tilt his head down and act like he was going to flip over and upside down swim but we do it halfway and then swim off",,,0,1
50,2017,Aug,8/18/2017,14,FMP Survey,,Yes,Female,Unknown,Normal,26.947570,-80.068333,14:01,5,1.52,86.1,30.06,,,Sand,Not recorded,,,Not recorded,Not recorded,Feeding,Not recorded,,Not Recorded,Flood,Yes,JI,0.4,JI,0.4,JI,Yes,No,N/A,,N/A,No,N/A,N/A,N/A,,No,No,No,No,,,No,Yes,,Found 5 mantas just N of Jupiter Inlet in 3-25 ft of water. Bethany was only one to get in water with this manta and only got one ID shot. *No travel direction recorded (too many mantas!),,,0,1
51,2017,Aug,8/18/2017,21,FMP Survey,Ginger,Yes,Female,Unknown,Normal,26.947570,-80.068333,14:01,5,1.52,86.1,30.06,,,Sand,Not recorded,,,Not recorded,Not recorded,Feeding,Not recorded,,Not Recorded,Flood,Yes,JI,0.4,JI,0.4,JI,Yes,No,N/A,,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,,,Yes,Yes,,Found 5 mantas just N of Jupiter Inlet in 3-25 ft of water. Bethany got video of Ginger and Nico the manta. The lure was no longer in her lower jaw but there appears to be another hook in the mouth. She also has scars on her back that appear to be from boat propeller,,,0,0
52,2017,Aug,8/18/2017,28,FMP Survey,,Yes,Male,Immature,Normal,26.947570,-80.068333,14:01,5,1.52,86.1,30.06,,,Sand,Not recorded,,,Not recorded,Not recorded,Feeding,Not recorded,,Not Recorded,Flood,Yes,JI,0.4,JI,0.4,JI,Yes,No,N/A,,N/A,No,N/A,N/A,N/A,,No,No,No,No,,,Yes,Yes,,Found 5 mantas just N of Jupiter Inlet in 3-25 ft of water. Kier was only one to get video of this manta.,,,0,0
53,2017,Aug,8/25/2017,19,FMP Survey,Gracie,Yes,Female,Unknown,Normal,26.576133,-80.036189,9:57,12,3.66,80.8,27.11,,,Sand,,0,,19,2,Traveling,N/A,,South,Flood,No,BBI,3.5,BBI,3.5,BBI,No,,N/A,,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,,,Yes,Yes,,"Found at 0957 traveling South. Swimming slowly. Not skittish but not interactive, ventral flashed Jessica (angry flash) for 5 sec. Swimming mostly north and East. Took a very large, brown poop. Left at 1016 swimming East. Hook still in right ventral pec fin",,,0,0
54,2017,Aug,8/25/2017,27,FMP Survey,Gillie,Yes,Male,Immature,Normal,26.551726,-80.039945,10:45,8,2.44,81.3,27.39,,,Sand,,0,,8,1,Not Determined,N/A,,South,Flood,Yes,BBI,0.8,BBI,0.8,BBI,Yes,No,N/A,,N/A,No,N/A,N/A,N/A,,No,No,No,No,,,No,Yes,,"Found Gillie at 1045 near BBI, traveling south. Fairly skittish. Lost going offshore at 1053. ",,,0,0
55,2017,Aug,8/28/2017,29,FMP Survey,,Yes,Female,Unknown,Normal,26.571521,-80.037317,10:25,5,1.52,82.9,28.28,,,Sand,7,2.1,Field Estimation,9,1,Traveling,N/A,,South,Low,No,BBI,3,BBI,3,BBI,No,No,N/A,,N/A,No,N/A,N/A,N/A,,No,No,No,No,,,No,Yes,,"Found Manta 29 at 1025 traveling south. Pretty skittish, changing direction and making it difficult to get in water.  Swam up to surface a few times. Only Trixi got in.  Lost in glare at 1034 going South (~15 ft of water)",,,0,1
56,2017,Aug,8/28/2017,27,FMP Survey,Gillie,Yes,Male,Immature,Normal,26.619476,-80.034923,11:07,3,0.91,83.1,28.39,,,Sand,,0,,8,2,Traveling,N/A,,South,Flood,No,LWP,8.3,BBI,0.7,LWP,Yes,No,N/A,,N/A,No,N/A,N/A,N/A,,No,No,No,No,,,No,Yes,,"Found Gillie swimming next to shore traveling South.  Had to swim inshore due to rough seas.  Trixi and Tori swam inshore and encountered hiim.  Was fairly chill and continued traveling South.  Was unable to get in again as he swam into public swimming are north of LWP.  We went to south side of pier to wait for him, but never found him.",,,0,1
57,2017,Aug,8/28/2017,30,FMP Survey,,Yes,Male,Immature,Normal,26.643460,-80.035839,11:48,4,1.22,82.4,28,,,Sand,7.5,2.3,Field Estimation,11,2,Feeding,Sub-Surface,,North,Flood,No,LWP,11,BBI,3.4,LWP,No,No,N/A,,N/A,No,N/A,N/A,N/A,,No,No,No,No,,,No,Yes,,"Found at 1148 traveling South, changed direction to N as we approached. Skittish at first but calmed down. Jess and Sarah got in water.  Lost in glare going East at 1159. 2/6/22 VF classified bahavior as mid-water feeding based on videos of manta with unrolled CFs in the water column.",,,0,1
58,2017,Aug,8/29/2017,12,FMP Survey,Nico,Yes,Male,Immature,Normal,26.947318,-80.069288,11:32,4,1.22,81.1,27.28,,,Sand,,0,,37,2,Feeding,Not recorded,,None,Flood,Yes,JI,0.3,JI,0.3,JI,Yes,No,N/A,,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,,,No,Yes,,"Found Nico feeding on north side of Jupiter inlet.  Swimming at surface in circles, no apparent travel direction.  Orginally spotted him right next to sandbar in front of inlet.  Fairly tolerant of us, easy to get identification.  Feeding with another manta that was skittish and we were unable to identify (see below).",,,0,0
59,2017,Aug,8/29/2017,no ID,FMP Survey,,No,Unknown,Unknown,,26.947318,-80.069288,11:32,4,1.22,81.1,27.28,,,Sand,,0,,,,Feeding,,,,Flood,Yes,JI,0.3,JI,0.3,JI,Yes,,N/A,,N/A,,,,,,Yes,No,No,No,,,,,,,,,0,0
60,2017,Aug,8/29/2017,15,FMP Survey,,Yes,Female,Unknown,Normal,26.949699,-80.069668,12:25,10,3.05,82,27.78,,,Sand,,0,,9,3,Traveling,N/A,,None,Flood,Yes,JI,0.62,JI,0.62,JI,Yes,No,N/A,,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,,,No,Yes,,"Nico and Trixi orginally spotted her from boat while Jess was in water with two feeding mantas at Jupiter Inlet.  She was further east and it took some searching to locate her again.  It was likely she was feeding too, but no feeding behavior was observed while in the water.  Jess got in water with her twice. First time manta flashed her and was tolerant (but gopro card was full). Second time manta upside down swam for ~20 sec (check video).  All white belly. Only identifiable by scars on left ventral pectoral fin. Black dorsum. Left her at 1234.",,,0,0
61,2017,Aug,8/29/2017,30,FMP Survey,,Yes,Male,Immature,Normal,26.890158,-80.052867,13:18,15,4.57,83.2,28.44,,,Sand,,0,,13,3,Traveling,N/A,,North,Flood,No,JI,6.1,JI,0.6,JBP,Yes,No,N/A,,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,,,Yes,Yes,,Found Manta 30 at1318 just S of JBP.  Had to wait for it to pass by pier to get in water with him (he swam between pier and buoys).  Trixi and Nico got in once and got ID shot.  They both got back in and he swam upside down for ~30 sec (check video).  Left him traveling NE at 1331.,,,0,0
62,2017,Aug,8/29/2017,20,FMP Survey,Rosa,Yes,Female,Unknown,Normal,26.871485,-80.046967,13:55,10,3.05,83.4,28.56,,,Sand,,0,,21,3,Traveling,N/A,,North,Flood,No,JI,8.1,JI,2.6,JBP,No,No,N/A,,N/A,No,N/A,N/A,N/A,,No,No,No,No,,,No,Yes,,Trixi and Nico got in and manta was fairly chill. Trixi got in again and manta upside down swam for ~20 sec. Left at 1416 going south. ,,,0,1
63,2017,Aug,8/29/2017,31,FMP Survey,Tala,Yes,Female,Unknown,Normal,26.794144,-80.030173,14:45,7,2.13,84.5,29.17,,,Sand,7,2.1,Field Estimation,12,2,Traveling,N/A,,South,High,No,LWI,2.3,LWI,2.3,LWI,No,No,N/A,,N/A,No,N/A,N/A,N/A,,No,No,No,No,,,No,Yes,,Found manta offshore of Singer Island at 1445 traveling south (very close to public beach swim area).  Trixi and Nico got in.  Kinda skittish/kinda chill. Left at 1457 going East.,,,0,0
64,2017,Aug,8/30/2017,9,FMP Survey,Kevin,Yes,Male,Immature,Normal,26.852824,-80.043719,12:19,5,1.52,84.1,28.94,,,Sand,8,2.4,Field Estimation,32,2,Feeding,Bottom,,South,Flood,No,LWI,8.98,LWI,4.7,JBP,No,No,N/A,,N/A,No,N/A,N/A,N/A,,No,No,No,No,,,Yes,Yes,,"Spotted Kevin at 1219 traveling south. Nico and Jess tried to measure him with tape (difficult).  Best estimate was DW of 8 ft.  Kevin was changing travel directions frequently (not neccesarily as a reaction to us). Very chill.  Feeding some of the time (have video).  Trixi's last survey day!  Left him feeding at 1251 swimming south. 2/6/22 VF classified bahavior as bottom feeding based on videos of manta swimming on the bottom with unrolled CFs, open mouth and open gill slits.",,,0,0
65,2017,Sep,9/30/2017,32,FMP Survey,Irma,Yes,Female,Unknown,Normal,26.759722,-80.034395,14:56,13.8,4.21,84.3,29.06,,,Sand,7.5,2.3,Field Estimation,17,2,Not Determined,N/A,,North,Flood,No,LWI,1.46,LWI,1.46,LWI,No,No,N/A,,N/A,No,N/A,N/A,N/A,,No,No,No,No,,,No,Yes,,"Found at 1456, swimming at surface, traveling N.  CF unrolled, appears to be feeding.  Viz in water not good (very milky).  She was switching directions a lot.  We would lose her whenever she dove a little below the surface.  Jess got in once, but was too far away for ID shot.  Jess got again and got ID shot.  We then lost her at 1513.  We found her again 1523 traveling south  (26°45.060,-80°02.022), but lost her before we could get in water.",,,0,0
66,2017,Sep,9/30/2017,d,FMP Survey,,No,Unknown,Unknown,Normal,26.674980,-80.033235,16:06,17,5.18,84.5,29.17,,,Sand,14,4.3,Field Estimation,12,Not recorded,Not Determined,N/A,,North,High,No,LWP,10.4,LWI,6.9,LWP,No,No,N/A,,N/A,Yes,,Shark,Healed,,No,No,No,No,,,Yes,No,,"After ended survey and started heading north, Bryant spotted this manta in front of MAL. Spotted manta at 1606 traveling north at the surface.   From far away we noticed this matna was significantly larger than our usual mantas.  Braynt got in once, didn't see manta because of viz.  Bryant got in again (hit his face on reef because couldn't see bottom). Only got dorsal shot.  Manta continued to head north but we lost it when it dove and spent ~45 min looking for it.  Didn't get ID shot or sex :(   Shark bite left posterior",,,0,0
67,2017,Oct,10/16/2017,no ID,FMP Survey,,No,Unknown,Unknown,Normal,26.537556,-80.043507,13:37,8.2,2.5,83.4,28.56,,,NR,10,3,Field Estimation,,,Not Determined,,,South,Ebb,Yes,BBI,0.92,BBI,0.9,BBI,Yes,,N/A,,N/A,,,,,,No,No,No,No,,,,,,"Stop survey at 1304 when Gathan showed up with plane.  He search a little north of BBI then spotted manta south of BBI in brown water.  Directed us to manta which we sighted at 1337.  Manta was heading south, ~10 ft DW with white dorsal patches (wypt 127: 26°32.192, -80°02.613). We saw manta for ~5 sec before it dove a few below water and we were no longer able to see it.  Gathan left at 1339.  Erin flew drone south of inlet again after he left and was unable to see anything.",,,0,0
68,2017,Nov,11/8/2017,12,FMP Survey,Nico,Yes,Male,Unknown,Normal,26.559717,-80.039650,13:27,7.9,2.41,79,26.11,,,Sand,,0,,27,2,Traveling,N/A,,South,High,No,BBI,1.68,BBI,1.7,BBI,No,No,N/A,,N/A,Yes,Dorsal,Propellor,Healed,,Yes,No,No,No,,,Yes,Yes,,"Found at 1327.  Jess got in got ID shot.  Jess got back in an swam over dorsal and he chilled out and hung with her.  Nico got in and he was still chill.  Bryant and Bethany got in a swam for ~10 minutes with him.  He was super friendly, rolling and unrolling his CFs. Left going south in 14' at 1352.",,,0,0
69,2017,Nov,11/8/2017,19,FMP Survey,Gracie,Yes,Female,Unknown,Normal,26.554508,-80.040607,12:16,6,1.83,78.3,25.72,,,Sand,8,2.4,Field Estimation,Not recorded,2,Not Determined,N/A,,North,High,No,BBI,1.08,BBI,1.1,BBI,No,No,N/A,,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,,,Yes,Yes,,"Found at 1216, while taking break to record data Nico spotted this manta. Jess got in and got ID shot (2 large blotches, female). Braynt and Nico got in next. She appeared to be feeding at surface or just below.  Fairly chill, flashed Jessica once.  Found her in 6 ft of water but she swam inshore as shallow as 3 ft. She had many scratches on dorsum. Estimated DW to be 8 ft.",,,0,0
70,2017,Nov,11/8/2017,28,FMP Survey,,Yes,Male,Immature,Normal,26.551388,-80.040020,12:50,12.5,3.81,78.5,25.83,,,Sand,,0,,2,1,Not Determined,N/A,,North,High,Yes,BBI,0.73,BBI,0.7,BBI,Yes,Yes,"No Hook Visible, Line Entanglement",,N/A,Yes,Pectoral Fin,Fishing Line,Healed,,No,No,No,No,,,No,Yes,,"Saw manta while running fast back to BBI at 1250.  Jess got in and got a partial ID shot. Very quick encounter. Manta covered in fishing line with weights.  Very very skittish. Lost manta very quickly.  Looked for manta for 15 minutes but was unable to locate.  Was not able to remove any fishing line.  Only got partial ID shot, but am 95% sure its a match.",,,0,0
71,2017,Nov,11/8/2017,No ID,FMP Survey,,No,Unknown,Unknown,,26.552352,-80.040947,11:11,6.2,1.89,78.3,25.72,,,Sand ,,0,,,,Not Determined,,,,Flood,Yes,BBI,0.8,BBI,0.8,BBI,Yes,,N/A,,N/A,,,,,,No,No,No,No,,,,,,,,,0,0
72,2017,Dec,12/7/2017,10,FMP Survey,Salmon,Yes,Male,Immature,Normal,26.604685,-80.035414,13:52,9.2,2.8,77.8,25.44,,,Sand,,0,,11,2,Traveling,N/A,,North,Ebb,No,LWP,6.7,BBI,0.9,LWP,Yes,No,N/A,,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,,,Yes,Yes,,Saw Manta 10 just S of LWP and he was swimming north.  Then swam east then back shallow.  Sarah and Nico got in and got shot.  Justin also got in. Would dart away at first and then chilled out a little bit. Lost going E at 1403.,,,0,0
73,2017,Dec,12/7/2017,14,FMP Survey,,Yes,Female,Unknown,Normal,26.545425,-80.040732,11:17,13.3,4.05,77,25,,,Sand,,0,,15,3,Traveling,N/A,,North,Flood,Yes,BBI,0.08,BBI,0.1,BBI,Yes,No,N/A,,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,,,Yes,Yes,,Spotted her right next to BBI inlet jetty where people were fishing at 1117. She swam north where I put Nico and Sara in 15 ft of water.  She was very chill.  Then Jess got in and she stopped swimming and hovered below me.  Allowed me to dive down and get shots of ventral.  She would rise up and let me swim underneath her.  She went into ~20 ft of water and we lost her swimming East.,,,0,0
74,2017,Dec,12/7/2017,24,FMP Survey,Nick,Yes,Male,Immature,Normal,26.618857,-80.035229,14:19,5.6,1.71,77.7,25.39,,,Sand,8,2.4,Field Estimation,11,2,Traveling,N/A,,South,Ebb,No,LWP,8.27,BBI,0.7,LWP,Yes,Yes,Ventral Pectoral,,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,,,Yes,Yes,,Saw going south then turned north. Put Sarah in and hten Nico.  Nico followed it East (15' of H2O) and then lost it at 1421. Found Manta 24 again at 1444.  Jess got in with scissors to cut off fishing line attached to leading edge of left pec fin.  Jess was able to cut most of trailing line off but hook and 3 ft of line still attached.  Jess and Nico got back in and he swam upside down heading directly at Jess.  Attempted to get more line off but was only able to cut a small bit.  Lost at 1452 going East. Estimated DW to be 8 ft.,,,0,0
75,2017,Dec,12/7/2017,27,FMP Survey,Gillie,Yes,Male,Immature,Normal,26.546322,-80.040390,11:53,10.1,3.08,77.6,25.33,,,Sand,,0,,16,1,Traveling,N/A,,North,High,Yes,BBI,0.17,BBI,0.2,BBI,Yes,No,N/A,,N/A,No,N/A,N/A,N/A,,Yes,No,No,No,,,Yes,Yes,,"Found Gillie just N of BBI jetty.  Nico got in and did't get ID.  Sarah got in and got ID shot.  Jess got in and he swam East.  He was swimming just below me.  I swam down to get belly shot and he swam up and ""angry flashed"" me for a second then swam East.  Lost going east at 1209.",,,0,0
76,2017,Dec,12/7/2017,f,FMP Survey,,No,Male,Immature,Normal,26.556617,-80.040001,12:24,4,1.22,78,25.56,,,Sand,8,2.4,Field Estimation,40,1,Traveling,N/A,,South,High,No,BBI,1.34,BBI,1.3,BBI,No,No,N/A,,N/A,No,N/A,N/A,N/A,,No,No,No,No,,,Yes,Yes,,"Formerly Manta 33 but decided photo ID not good enough.  Gray blotches, black spot on pelvic fin (parasite or injury), white blotch of skin on right dorsum. 2019 Decided ID shot not good enough for future identification. Spotted manta right next to beach at 1224. Jess got in multiple times. Manta swimming funny and very skittish, constantly changing directions.  Lost her for a bit then saw two mantas (one going N, one going S). Followed N manta and it was him. Still skittish, swimming directly under boat. Left at 1302. Found Manta at 1328 going South.  Nico got in and got ID shot (though not a perfect one). Manta swam under the boat and swam away fast. Lost going East at 1332.",,,0,0
